tenantid,propertyid,tenant_name,contact_number,email,move_in_date,blockid,estateid,patchid,property_age_years,propertytype_x,tenancy_start_date,tenancy_type,household_size,vulnerability_flag,disability_flag,income_band,age_of_tenant,housing_need_type,support_plan_flag,benefit_status,preferred_contact_method,last_contact_date,preferred_language,complaints_made,propertytype_y,epc_rating,asbestos_high_risk,is_void,repair_related_contacts,num_delayed_repairs,simulated_satisfaction
421,2,Tenant 421,7662767039,tenant421@example.com,2020-05-16 08:40:37.450912,15.0,9.0,4,23,Flat,2024-01-07,License,3,False,False,£15k–£25k,74,General Needs,False,Full Housing Benefit,Text,2024-12-31,English,0,Flat,F,False,False,0.0,0,3.9
422,442,Tenant 422,7565644493,tenant422@example.com,2016-06-16 08:40:37.450914,,,8,73,House,2022-11-07,Assured Shorthold,1,False,False,£40k+,27,General Needs,False,Full Housing Benefit,Phone,2024-11-03,English,1,House,G,False,False,1.0,0,4.4
423,483,Tenant 423,7243655310,tenant423@example.com,2020-04-26 08:40:37.450917,,,5,73,Flat,2015-10-31,Assured Shorthold,4,False,False,£15k–£25k,57,Homeless,False,None,Email,2019-07-31,Urdu,0,Flat,D,False,False,0.0,1,3.5
424,50,Tenant 424,7626325353,tenant424@example.com,2020-02-18 08:40:37.450920,4.0,2.0,6,51,Flat,2022-08-06,Secure,2,False,False,£25k–£40k,24,Move-on,False,Full Housing Benefit,Post,2024-12-31,English,2,Flat,C,False,False,0.0,2,3.1
425,420,Tenant 425,7905430477,tenant425@example.com,2022-01-18 08:40:37.450922,20.0,,6,29,Flat,2021-10-17,Introductory,2,False,False,£15k–£25k,55,Homeless,True,None,Phone,2023-05-09,English,1,Flat,E,False,False,0.0,1,4.0
426,81,Tenant 426,7277042316,tenant426@example.com,2019-08-21 08:40:37.450925,17.0,10.0,7,25,Flat,2021-05-23,Secure,2,False,False,£15k–£25k,78,General Needs,False,Full Housing Benefit,Text,2023-06-23,Arabic,0,Flat,F,False,False,0.0,3,3.6
427,206,Tenant 427,7120535029,tenant427@example.com,2021-08-07 08:40:37.450928,10.0,5.0,5,80,Flat,2023-12-28,Secure,3,False,False,<£15k,20,Domestic Abuse,False,Full Housing Benefit,Email,2024-12-31,English,0,Flat,A,False,False,0.0,2,4.4
428,35,Tenant 428,7340863230,tenant428@example.com,2016-01-03 08:40:37.450931,8.0,4.0,6,15,Block of Flats,2018-03-19,Assured Shorthold,2,False,False,<£15k,68,General Needs,False,None,Text,2018-05-28,Arabic,0,Block of Flats,G,False,False,0.0,1,3.8
429,264,Tenant 429,7240881133,tenant429@example.com,2021-10-16 08:40:37.450933,22.0,,1,71,Flat,2021-10-29,Assured Shorthold,3,False,False,£25k–£40k,64,Domestic Abuse,True,Partial,Post,2023-12-07,English,1,Flat,D,False,False,0.0,2,3.5
430,428,Tenant 430,7888208775,tenant430@example.com,2023-12-01 08:40:37.450936,,,4,73,Flat,2016-05-13,Secure,2,True,False,£15k–£25k,55,Homeless,False,Partial,Text,2021-03-05,English,1,Flat,F,False,False,0.0,4,3.6
431,367,Tenant 431,7733177858,tenant431@example.com,2018-07-03 08:40:37.450939,22.0,,6,71,Flat,2019-01-07,Secure,2,False,False,£15k–£25k,53,Homeless,False,Partial,Text,2020-06-21,English,0,Flat,G,True,False,3.0,3,3.8
432,92,Tenant 432,7281445989,tenant432@example.com,2022-10-12 08:40:37.450941,13.0,8.0,4,37,House,2021-04-08,Assured Shorthold,4,False,False,£15k–£25k,58,General Needs,False,Partial,Post,2023-12-22,English,1,House,E,False,False,5.0,2,3.7
433,340,Tenant 433,7493624575,tenant433@example.com,2016-03-09 08:40:37.450944,18.0,,4,47,Block of Flats,2015-05-27,Secure,3,False,True,£15k–£25k,30,General Needs,True,Full Housing Benefit,Email,2018-09-06,English,0,Block of Flats,C,False,False,3.0,3,3.0
434,474,Tenant 434,7798512415,tenant434@example.com,2015-04-12 08:40:37.450947,,,4,73,House,2015-03-21,Assured Shorthold,3,True,False,£25k–£40k,75,Homeless,True,None,Phone,2018-08-26,English,1,House,F,False,False,0.0,4,3.7
435,53,Tenant 435,7140118673,tenant435@example.com,2019-12-15 08:40:37.450950,9.0,5.0,3,103,Flat,2024-02-29,Secure,4,True,False,£40k+,67,Homeless,False,None,Email,2024-12-31,English,0,Flat,F,False,False,0.0,0,3.9
436,346,Tenant 436,7787539531,tenant436@example.com,2021-04-17 08:40:37.450954,21.0,,7,74,House,2018-11-09,Assured Shorthold,4,False,False,£15k–£25k,47,General Needs,False,Partial,Post,2023-09-21,English,0,House,D,False,False,1.0,2,3.7
437,265,Tenant 437,7928123020,tenant437@example.com,2018-03-01 08:40:37.450957,22.0,,3,71,Flat,2019-07-16,Assured Shorthold,3,False,False,£25k–£40k,79,Homeless,False,Full Housing Benefit,Text,2020-11-17,English,0,Flat,F,False,False,0.0,0,3.7
438,242,Tenant 438,7769085879,tenant438@example.com,2023-08-13 08:40:37.450959,21.0,,7,74,Flat,2019-09-12,Secure,3,False,False,£25k–£40k,42,General Needs,False,Partial,Email,2021-10-12,English,0,Flat,F,False,False,1.0,1,4.4
439,14,Tenant 439,7737721108,tenant439@example.com,2023-08-16 08:40:37.450961,11.0,6.0,3,49,House,2017-05-10,Secure,3,False,False,£15k–£25k,44,General Needs,True,Full Housing Benefit,Phone,2019-06-30,English,0,House,C,True,False,0.0,1,4.4
440,316,Tenant 440,7810784787,tenant440@example.com,2022-12-13 08:40:37.450964,20.0,,8,29,Flat,2022-12-14,Secure,3,False,False,£40k+,68,Homeless,False,Full Housing Benefit,Post,2024-12-31,English,1,Flat,D,False,False,1.0,4,2.8
441,89,Tenant 441,7801762883,tenant441@example.com,2023-12-10 08:40:37.450966,17.0,10.0,4,25,Flat,2020-10-28,Secure,3,True,False,<£15k,74,Homeless,False,Full Housing Benefit,Email,2023-05-24,English,0,Flat,F,False,False,0.0,2,3.3
442,388,Tenant 442,7151791998,tenant442@example.com,2016-06-04 08:40:37.450969,20.0,,7,29,Flat,2019-04-28,License,3,False,False,<£15k,64,General Needs,False,Partial,Phone,2023-09-25,English,0,Flat,C,False,False,1.0,3,3.9
443,274,Tenant 443,7224328383,tenant443@example.com,2019-06-27 08:40:37.450971,20.0,,8,29,Flat,2017-01-10,Secure,1,True,False,£25k–£40k,56,Domestic Abuse,False,None,Post,2021-05-29,Arabic,0,Flat,F,False,False,1.0,0,4.2
444,167,Tenant 444,7577078832,tenant444@example.com,2019-11-24 08:40:37.450975,3.0,1.0,8,57,House,2022-10-19,Introductory,4,False,False,£15k–£25k,33,Domestic Abuse,False,Partial,Phone,2024-12-31,English,2,House,C,False,False,0.0,1,4.2
445,329,Tenant 445,7232709191,tenant445@example.com,2018-01-09 08:40:37.450977,19.0,,8,47,Flat,2015-04-25,Secure,4,False,False,£25k–£40k,39,General Needs,False,Partial,Post,2016-06-17,Polish,0,Flat,D,False,False,0.0,2,3.4
446,493,Tenant 446,7371375678,tenant446@example.com,2018-11-03 08:40:37.450980,,,1,73,Flat,2016-07-26,Assured Shorthold,1,False,False,£25k–£40k,71,General Needs,False,Partial,Text,2021-01-28,English,0,Flat,C,False,False,1.0,2,4.3
447,135,Tenant 447,7853625262,tenant447@example.com,2022-06-11 08:40:37.450982,16.0,9.0,7,47,House,2019-11-23,Introductory,3,False,True,<£15k,38,General Needs,False,Full Housing Benefit,Email,2022-05-23,English,0,House,F,False,False,0.0,1,3.8
448,307,Tenant 448,7320648482,tenant448@example.com,2016-05-13 08:40:37.450985,18.0,,4,47,House,2016-04-09,Assured Shorthold,1,False,False,£25k–£40k,33,General Needs,False,Full Housing Benefit,Phone,2017-01-19,Other,1,House,D,False,False,0.0,1,3.9
449,481,Tenant 449,7836307746,tenant449@example.com,2017-02-03 08:40:37.450987,,,4,73,Block of Flats,2024-02-02,Assured Shorthold,2,False,False,£15k–£25k,76,Domestic Abuse,True,None,Post,2024-12-31,English,0,Block of Flats,D,False,False,0.0,2,3.7
450,320,Tenant 450,7109990686,tenant450@example.com,2020-10-13 08:40:37.450990,20.0,,6,29,Flat,2017-07-25,Assured Shorthold,3,False,False,£15k–£25k,48,Homeless,True,Full Housing Benefit,Phone,2018-11-16,English,1,Flat,C,False,False,0.0,1,4.4
